Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,UserIP_Blacklist,TrueIP_Blacklist,True IP City,Device_ID,Device_Manufacturer,VirtualMachineSession,ISP,ISP City,Connection Type,UserAgent,UA_OS,Page activity time,FinalScore
248Z7685A94369SE,Faith,Moon,1-817-806-2263,Faith_Moon@yandex.com,yandex.com,"P.O. Box 114, 9598 Quisque Road",26537,Saint Paul,Virginia,VA,US,US063514749089936063749660,41.156.107.30,41.156.107.30,41.156.107.30,,,Saint Paul,c234145498dc2fea0bbe0494e22d8cae,,,Data Stream Broadband,Saint Paul,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux i552 ) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/52.0.3028.218 Safari/537",mac,213000,95
499K2360V83927TD,Leila,Emerson,1-681-327-4557,Leila_Emerson@outlook.com,outlook.com,Ap #276-7386 Tellus Rd.,26979,Little Rock,South Carolina,SC,US,US7727671589733787881668996,45.230.79.160,45.230.79.160,45.230.79.160,,,Little Rock,a44f47b9af303761e5282f3df6e8d552,,,human-I-T,Little Rock,Mobile Broadband,"Mozilla/5.0 (Linux i555 ; en-US) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/51.0.2036.127 Safari/536",chrome,143000,84
872A3702B73891HT,Quon,Alston,1-664-672-0911,Quon_Alston@yahoo.com,yahoo.com,Ap #860-2782 Ipsum Ave,88072,Pike Creek,Delaware,DE,US,US77707195867525888183,159.126.252.57,159.126.252.57,159.126.252.57,,,Pike Creek,dc9a15200f64565c9072d40d73a43d6a,Apple Inc.,,New Cingular Wireless LLC,Pike Creek,Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_4) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/50.0.2065.211 Safari/603",chrome,249000,86
295S6095E89486JQ,Ria,Mckee,1-339-391-1762,Ria4815@gmail.com,gmail.com,Ap #815-7678 Nulla Road,23752,Butte,North Dakota,ND,US,US13237180126316876199411264,173.233.42.31,173.233.42.31,173.233.42.31,,,Butte,58cee921e0aedacad93c46f1d4002e4e,Apple Inc.,,"Nemont Telephone Cooperative, Inc.",Butte,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPod; CPU iPod OS 10_9_8; like Mac OS X) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/53.0.1145.289 Mobile Safari/537.4",mobile,310000,97
720F1189K92167EQ,Baker,Mccray,1-481-584-2116,Baker254@aol.com,aol.com,5691 Massa Rd.,67557,Montgomery,Vermont,VT,US,US1215246877242471413,246.231.199.254,246.231.199.254,246.231.199.254,,,Montgomery,4fcbc5ae7ba0b3ef0322b9996b1fc81d,"Samsung Electronics Co., Ltd.",,Shoreham Telephone LLC,Montgomery,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 7.0; SAMSUNG GT-I9800 Build/KTU84P) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/50.0.1920.398 Mobile Safari/600.9",android,232000,99
768W2596E55051MQ,Josiah,Rollins,1-136-233-9908,Josiah_Rollins@aol.com,aol.com,Ap #747-4129 Amet Ave,83867,Rockford,Alabama,AL,US,US1251917145843150762115788574,76.20.166.247,76.20.166.247,76.20.166.247,,,Rockford,92f8e9e7db7e4abb4ea00aabab99bef5,,,Frontier Communications Corporation,Rockford,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 10.2; WOW64; en-US) Gecko/20100101 Firefox/65.8,windows,371000,98
298C7403Q29280SI,Phoebe,Decker,1-607-643-3437,Decker2076@aol.com,aol.com,Ap #441-1557 Cras Ave,73726,Augusta,Maine,ME,US,US4981726211522157,79.82.241.187,79.82.241.187,79.82.241.187,,,Augusta,462d8f42726e5424cddc3de154d58837,,,"Atlantic Broadband Finance, LLC",Augusta,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 10.5;; en-US) AppleWebKit/536.12 (KHTML, like Gecko) Chrome/52.0.3140.364 Safari/602",chrome,178000,82
164R6109E22356FC,Rogan,Riddle,1-667-371-3941,Rogan.Riddle@protonmail.com,protonmail.com,255-6795 Blandit Avenue,72888,Boise,Idaho,ID,US,US8265790714746534679033,20.31.91.6,20.31.91.6,20.31.91.6,,,Boise,2d0bc577f610aaad0a2b42746bd2e015,,,AT&T Mobility LLC,Boise,Mobile Broadband,"Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/602.25 (KHTML, like Gecko) Chrome/51.0.1082.240 Safari/536",chrome,155000,86
753T7093U64558ME,Quyn,Reese,1-628-259-3533,Reese2718@outlook.com,outlook.com,Ap #389-2143 Condimentum. Street,35702,Memphis,New York,NY,US,US65ERMR72388185366810,158.128.94.85,158.128.94.85,158.128.94.85,,,Memphis,7cc3f1e73ec2340602c19871946c9e61,"Samsung Electronics Co., Ltd.",,Andrena,Memphis,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.4; GT-I9305V Build/KOT49H) AppleWebKit/533.45 (KHTML, like Gecko) Chrome/52.0.2113.222 Mobile Safari/601.4",android,255000,82
850D5767E34292MT,Leah,Benjamin,1-973-809-6522,Benjamin7257@icloud.com,icloud.com,Ap #295-1299 Ipsum Avenue,37428,Virginia Beach,Virginia,VA,US,US7550712060505577341304,127.44.177.122,127.44.177.122,127.44.177.122,,,Virginia Beach,5b2f1a72a91906c23f63fc6bfcbbcdb7,"Samsung Electronics Co., Ltd.",,Data Stream Broadband,Virginia Beach,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 5.0; SAMSUNG SM-G920FD Build/LRX21T) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/54.0.2156.229 Mobile Safari/602.0",android,102000,91
516U9339D20821EN,Palmer,Bender,1-576-337-0258,Palmer2681@icloud.com,icloud.com,"3470 Elementum, Avenue",37211,Warren,Massachusetts,MA,US,US2893787587968971,134.94.127.108,134.94.127.108,134.94.127.108,,,Warren,a0902c839432b8430777f38c7251660d,"Samsung Electronics Co., Ltd.",,Westfield Gas + Electric,Warren,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 4.4.4; SAMSUNG SM-G900FG Build/KOT49H) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/51.0.1084.339 Mobile Safari/537.7",android,106000,88
826Y3033Z16618HX,Talon,Foster,1-362-995-8574,Talon5259@titan.email,titan.email,118-9948 Class Road,68173,Grand Rapids,Ohio,OH,US,US5859227169159337576577,41.224.54.172,41.224.54.172,41.224.54.172,,,Grand Rapids,114533d073ecdf99619c13c813ab891e,,,"North American Local, LLC",Grand Rapids,Mobile Broadband,Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) Gecko/20100101 Firefox/74.4,Linux,111000,94
290H4540K49607UU,Myles,Nolan,1-150-413-5426,MylesNolan@pm.com,pm.com,158-6660 Urna Rd.,68455,Hartford,Vermont,VT,US,US95442424306210892,93.202.227.199,93.202.227.199,93.202.227.199,,,Hartford,19ccf439a7ab45bc890fdec79083a4fd,,,Shoreham Telephone LLC,Hartford,Fixed Broadband (Fibre/Cable/DSL),Mozilla / 5.0 (compatible; MSIE 11.0; Windows; Windows NT 10.1;; en-US Trident / 7.0),windows,160000,86
980D6800K53483AT,Elijah,Doyle,1-236-657-7502,Elijah.Doyle@outlook.com,outlook.com,952-262 Eu Street,62710,Carson City,Michigan,MI,US,US14UUNL65861137403814,190.138.161.16,190.138.161.16,190.138.161.16,,,Carson City,84bf9dea3d30813108a0175ff878a9f4,Apple Inc.,,Q Link Wireless LLC,Carson City,Mobile Broadband,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_2_3; en-US) Gecko/20100101 Firefox/51.7,Linux,310000,99
356E3123R76922CZ,Hector,Roman,1-484-327-9742,Hector965@outlook.com,outlook.com,Ap #831-8738 Duis Street,50175,Kaneohe,Hawaii,HI,US,US0473334822445572,201.199.23.152,201.199.23.152,201.199.23.152,,,Kaneohe,b267135ec7c0f0828cb68d0ffa0d703e,,,Dish Wireless LLC,Kaneohe,Mobile Broadband,Mozilla/5.0 (Windows NT 6.3;) Gecko/20130401 Firefox/46.0,Linux,316000,96
872L8330P24620CT,Lila,Fitzpatrick,1-255-437-8496,Lila5088@pm.com,pm.com,264-8509 Hendrerit. Road,86784,Hartford,Vermont,VT,US,US1831245001788117679312,133.171.1.223,133.171.1.223,133.171.1.223,,,Hartford,c3764e1fcbd3f879a326c07f982dc8d2,Google Inc./Others,,Shoreham Telephone LLC,Hartford,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 5.1; Nexus 6 Build/LMY48B) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/55.0.2956.331 Mobile Safari/600.9",android,305000,85
756C8482S79711SB,Wallace,Pollard,1-445-843-1762,Pollard3056@aim.com,aim.com,"P.O. Box 312, 4488 Sem Street",68277,Hillsboro,Maryland,MD,US,US83351551924681010458,142.249.235.242,142.249.235.242,142.249.235.242,,,Hillsboro,c0581facc2b8692666b3bd8834b70842,Apple Inc.,,"Assist Wireless, LLC",Hillsboro,Mobile Broadband,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9; en-US) AppleWebKit/534.44 (KHTML, like Gecko) Chrome/52.0.2645.191 Safari/534",chrome,56000,86
212O5396E94058DT,Hasad,Mathews,1-535-555-5352,Hasad4373@protonmail.com,protonmail.com,233-8884 Leo. Ave,14727,Fairbanks,Indiana,IN,US,US9171343788656039,231.168.6.175,231.168.6.175,231.168.6.175,,,Fairbanks,2bc25ebe94d6f1747e44ca0ae927aa8f,Nokia Corporation,,Ridge Wireless LLC,Fairbanks,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 4.4.1; Nokia 3210 Build/IMM76D) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/55.0.3681.149 Mobile Safari/537.8",android,341000,94
696X2128D38778HE,Brynn,Coleman,1-844-800-7159,Brynn.Coleman@icloud.com,icloud.com,"P.O. Box 308, 4850 Maecenas St.",99826,Honolulu,Hawaii,HI,US,US24252226485063557143573781,103.60.95.45,103.60.95.45,103.60.95.45,,,Honolulu,c663cc3c26518861f20a3ae6ffef79d2,Apple Inc.,,Dish Wireless LLC,Honolulu,Mobile Broadband,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_8; en-US) Gecko/20100101 Firefox/50.3,Linux,354000,88
910C9377S12417EC,Adrienne,Erickson,1-487-305-8366,Adrienne_Erickson@aol.com,aol.com,"Ap #357-6330 Sed, Street",64461,Provo,Utah,UT,US,US4256457461075556436243,188.153.2.124,188.153.2.124,188.153.2.124,,,Provo,03006eec5cb1a88f83d3c7a61a4ffc54,,,Cellco Partnership,Provo,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Windows NT 10.4;) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/55.0.2167.153 Safari/602",windows,237000,92
299H5339E63037JC,Jerry,Charles,1-830-748-2533,Jerry.Charles@titan.email,titan.email,Ap #852-1503 Et St.,45516,Orlando,West Virginia,WV,US,US91551043106295260,47.113.177.119,47.113.177.119,47.113.177.119,,,Orlando,9762a5a8b3b663cd315196bd5d6f1cc4,,,Cellco Partnership,Orlando,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/602.9 (KHTML, like Gecko) Chrome/47.0.1313.118 Safari/600",chrome,166000,86
999D7280G75896DC,Delilah,Harrell,1-237-970-9969,Delilah8900@mail.com,mail.com,Ap #252-375 Scelerisque Av.,16480,Gary,West Virginia,WV,US,US4103573755877277791888,202.241.152.98,202.241.152.98,202.241.152.98,,,Gary,3f8461f0d1bb2509f92a98a4794f7f6b,,,Cellco Partnership,Gary,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Windows NT 6.3; x64; en-US) AppleWebKit/536.16 (KHTML, like Gecko) Chrome/51.0.1170.329 Safari/533",chrome,255000,94
454L8479W42104HQ,Jaden,Warren,1-747-729-3215,JadenWarren@mail.com,mail.com,4826 Diam. Av.,35100,Cincinnati,Ohio,OH,US,US16935665787572558040223449,89.72.163.22,89.72.163.22,89.72.163.22,,,Cincinnati,894de8f5af0efc68a53698ee9d3086d3,,,"North American Local, LLC",Cincinnati,Mobile Broadband,Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) Gecko/20130401 Firefox/72.2,Linux,155000,84
915V4597D81323SW,Cameron,Snider,1-611-505-9546,Cameron_Snider@aol.com,aol.com,180-4969 Vehicula. St.,55717,Auburn,Massachusetts,MA,US,US5636440786951252879,250.235.125.181,250.235.125.181,250.235.125.181,,,Auburn,6f93ab98397de606e75534da901a5092,Apple Inc.,,Westfield Gas + Electric,Auburn,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPad; CPU iPad OS 9_5_9 like Mac OS X) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/52.0.1954.111 Mobile Safari/533.7",mobile,109000,85
472C4088O13252BW,Adele,Neal,1-644-286-6664,Adele2112@aim.com,aim.com,473-9024 Neque. St.,75781,Billings,New York,NY,US,US79LNJX9133819274386618,8.53.241.60,8.53.241.60,8.53.241.60,,,Billings,3b97125c8b41134085b24e8d83106723,Motorola Mobility LLC,,Andrena,Billings,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 4.4.4; XT1080 Build/SU6-7.3) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/49.0.1131.101 Mobile Safari/601.4",android,132000,87
172J5880D56882CZ,Dora,Rose,1-504-757-0373,Dora_Rose@aim.com,aim.com,1853 Dui. Street,27867,Hartford,Vermont,VT,US,US2230428221732473248,123.32.3.173,123.32.3.173,123.32.3.173,,,Hartford,5b80028de94ad26219d31ebcb8494463,Apple Inc.,,Shoreham Telephone LLC,Hartford,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_7; like Mac OS X) AppleWebKit/602.47 (KHTML, like Gecko) Chrome/55.0.2430.236 Mobile Safari/537.8",iphone,136000,93
778O6972P72086DQ,Brendan,Bowman,1-712-573-9434,Brendan.Bowman@icloud.com,icloud.com,Ap #703-1972 Vitae Avenue,41624,Boise,Idaho,ID,US,US333417211011694215,235.7.235.103,235.7.235.103,235.7.235.103,,,Boise,335fba989277527821f146702df4cfdc,,,AT&T Mobility LLC,Boise,Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 8.0; Windows NT 10.4; Trident / 4.0),windows,163000,83
930I7786R52439JA,Lillith,Ellison,1-553-618-7131,Lillith_Ellison@tutanota.com,tutanota.com,"P.O. Box 198, 640 At St.",76575,Fresno,Ohio,OH,US,US18842399833166822631121484,135.43.239.59,135.43.239.59,135.43.239.59,,,Fresno,426e0d42503cd0cdcb6734fffefb54ff,,,"North American Local, LLC",Fresno,Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 6.1; x64 Trident / 7.0),windows,305000,86
204V5698N74713EP,Anne,Morales,1-984-768-2646,Anne_Morales@outlook.com,outlook.com,Ap #604-7301 Ut Road,65833,Overland Park,Kansas,KS,US,US56HPSD24203473437819,249.24.19.52,249.24.19.52,249.24.19.52,,,Overland Park,239e426f110410b98659b2f83a489c3f,Apple Inc.,,"North American Local, LLC",Overland Park,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_8; like Mac OS X) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/53.0.3598.364 Mobile Safari/602.6",iphone,286000,96
180O2176H69260XW,Macey,Velazquez,1-953-938-1748,Velazquez7860@aol.com,aol.com,Ap #991-5195 Tristique Avenue,92161,Jacksonville,Vermont,VT,US,US09OGMQ6372186381862742,66.238.233.117,66.238.233.117,66.238.233.117,,,Jacksonville,cffa3323d560108877a6fd064061126e,Apple Inc.,,Shoreham Telephone LLC,Jacksonville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_5; like Mac OS X) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/52.0.3237.392 Mobile Safari/537.1",iphone,192000,93
812M1406U88511XQ,Henry,Chang,1-757-525-4382,Chang2505@icloud.com,icloud.com,"5202 Id, Av.",25239,Saint Paul,Virginia,VA,US,US477280467189104239873211,188.190.79.142,188.190.79.142,188.190.79.142,,,Saint Paul,62de240786eaae922cee3929072654ce,,,Data Stream Broadband,Saint Paul,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.2;) Gecko/20100101 Firefox/71.8,mac,193000,98
747R2732Q92179LW,Aretha,Blackburn,1-358-732-7444,ArethaBlackburn@protonmail.com,protonmail.com,Ap #308-4896 Porttitor Avenue,71212,Nashville,North Carolina,NC,US,US69JYCA1897604726,202.174.142.14,202.174.142.14,202.174.142.14,,,Nashville,8e31688f72240acb0958b6f648f01db8,,,"NfinityLink Communications, Inc",Nashville,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; U; Windows NT 10.4;) Gecko/20130401 Firefox/74.3,Linux,222000,94
374J4155G43790ST,Jenna,Mckay,1-908-625-8601,Jenna5853@yandex.com,yandex.com,614-6982 Tempus Street,40746,Kearney,Missouri,MO,US,US77QNGX331593274928303,47.44.88.175,47.44.88.175,47.44.88.175,,,Kearney,a4e94c509fd07066eb1d4c7caffe1343,Motorola Mobility LLC,,Conexon Connect LLC,Kearney,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.4.1; XT1070 Build/SU6-7.3) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/55.0.2183.151 Mobile Safari/602.6",android,103000,98
690S9130T43798IS,Zorita,Livingston,1-735-780-1528,Livingston996@pm.com,pm.com,8403 Id Avenue,28501,Columbus,New Jersey,NJ,US,US43ZLYC5701925898231560,3.97.103.46,3.97.103.46,3.97.103.46,,,Columbus,e39c4c19d01e2f15e7e0045b1efb6eeb,Google Inc./Others,,Xchange Telecom LLC,Columbus,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/55.0.1421.237 Mobile Safari/600.3",android,240000,99
103K2678T92677II,Jermaine,Byers,1-961-749-2672,Byers1591@hotmail.com,hotmail.com,213-9176 Egestas St.,24275,Lewiston,Maine,ME,US,US8939036663515554,78.176.98.4,78.176.98.4,78.176.98.4,,,Lewiston,5d8895366b31ca98ad44490e3cd573b5,Apple Inc.,,"Atlantic Broadband Finance, LLC",Lewiston,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_9; like Mac OS X) AppleWebKit/600.1 (KHTML, like Gecko) Chrome/48.0.1677.145 Mobile Safari/600.3",iphone,239000,93
823K2131L24087GY,Janna,Shelton,1-687-573-6657,Janna7923@aol.com,aol.com,"P.O. Box 614, 5731 Tincidunt Road",15993,Seattle,Washington,WA,US,US675432573457818644693233,245.216.147.240,245.216.147.240,245.216.147.240,,,Seattle,53f0c062d9e9206ca04fe22e571024c9,,,Computer Link Northwest LLC,Seattle,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/51.0.2486.323 Safari/602",chrome,293000,94
785Q2267H26098RW,Jennifer,Richardson,1-288-284-1055,JenniferRichardson@protonmail.com,protonmail.com,"P.O. Box 900, 9649 Libero Ave",30969,Fort Wayne,Indiana,IN,US,US819426672542624532212297181,0.55.17.110,0.55.17.110,0.55.17.110,,,Fort Wayne,81a71e322aa5cc8331d9253f6d25d982,,,Ridge Wireless LLC,Fort Wayne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.2; x64) AppleWebKit/601.27 (KHTML, like Gecko) Chrome/49.0.2943.301 Safari/601",chrome,134000,86
169D8042W60532FK,Simon,Nunez,1-851-948-8486,Simon_Nunez@titan.email,titan.email,Ap #598-7156 Nunc Street,58253,Paradise,Pennsylvania,PA,US,US49MNNY4580289786,215.14.187.188,215.14.187.188,215.14.187.188,,,Paradise,e28e1556ce4a855d8e4388923154d3af,Apple Inc.,,New Cingular Wireless LLC,Paradise,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_2; like Mac OS X) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/47.0.2416.356 Mobile Safari/602.5",iphone,329000,86
208Q9929A53224EK,Alden,Justice,1-752-128-9954,Justice147@gmx.com,gmx.com,8895 Ut Road,52357,Bozeman,Montana,MT,US,US9330186672939447354147585,15.255.193.100,15.255.193.100,15.255.193.100,,,Bozeman,b5e397c8a23b0d20270f3936fce21c1f,,,"Matrix Telecom, LLC",Bozeman,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Linux i584 ) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/49.0.2630.118 Safari/534",mac,65000,97
652M5246B99543FY,Sopoline,Petty,1-281-487-5561,Sopoline6838@mail.com,mail.com,Ap #155-7972 Ipsum. Avenue,99583,Colorado Springs,Colorado,CO,US,US783273579066795627,121.47.206.77,121.47.206.77,121.47.206.77,,,Colorado Springs,48856e7fbcbf00e9e73e9d8b9d7eb140,Apple Inc.,,DMEA Utilities Services LLC,Colorado Springs,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_5) Gecko/20100101 Firefox/50.6,Linux,251000,84
126T3133M24246ND,Dane,Sanchez,1-657-551-5221,Sanchez1164@yahoo.com,yahoo.com,"Ap #809-8366 Ornare, Rd.",22936,Shreveport,Louisiana,LA,US,US74479335062809273358,238.128.122.145,238.128.122.145,238.128.122.145,,,Shreveport,5df2415355bea347d7cba79120a3e0be,,,"CoxCom, LLC",Shreveport,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.1; WOW64; en-US) AppleWebKit/602.29 (KHTML, like Gecko) Chrome/48.0.2306.178 Safari/601",windows,104000,94
132X8663J92780EY,Cain,Pitts,1-790-564-7516,Cain6951@outlook.com,outlook.com,Ap #285-3235 Dignissim Rd.,63165,Rochester,Massachusetts,MA,US,US9862885530186338863,205.21.147.239,205.21.147.239,205.21.147.239,,,Rochester,1d869da5295a2b541c4f1a45b68170e8,,,Westfield Gas + Electric,Rochester,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 10.3; x64) AppleWebKit/536.38 (KHTML, like Gecko) Chrome/47.0.1936.103 Safari/600",chrome,252000,98
605P5452Z73050FW,Teegan,Guy,1-919-290-9762,Teegan_Guy@hubspot.com,hubspot.com,140-8923 Luctus Road,40689,Kansas City,Missouri,MO,US,US840585857857137152,135.151.120.145,135.151.120.145,135.151.120.145,,,Kansas City,8e50e36bdcc25034c7c4b0a62eb14da7,,,Conexon Connect LLC,Kansas City,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) Gecko/20100101 Firefox/45.6,mac,360000,81
278Y7622C38102AL,Alea,Mcgee,1-422-916-6825,Alea4412@aim.com,aim.com,Ap #248-211 Feugiat. Rd.,80562,Denver,New York,NY,US,US8526554583775625124016,83.134.3.5,83.134.3.5,83.134.3.5,,,Denver,f62fc11e4d795bfa84a84542a58a95e5,,,Andrena,Denver,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) Gecko/20100101 Firefox/47.0,mac,144000,98
780L1192Q14705AN,Leslie,Villarreal,1-536-577-0305,Villarreal9122@gmx.com,gmx.com,Ap #883-2884 Ut Rd.,97138,Nampa,Idaho,ID,US,US0693923058104051171436455,239.218.181.167,239.218.181.167,239.218.181.167,,,Nampa,d2c7765580cf8675c862172538206581,"Samsung Electronics Co., Ltd.",,AT&T Mobility LLC,Nampa,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 5.0.1; SM-N910V Build/LRX22C) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/54.0.3392.357 Mobile Safari/602.4",android,208000,89
547L5690N14587IE,Branden,Gibbs,1-741-402-0616,Gibbs8896@hubspot.com,hubspot.com,"975-6017 A, Street",22269,Idaho Falls,Idaho,ID,US,US03331342731157853828,137.88.216.58,137.88.216.58,137.88.216.58,,,Idaho Falls,f9c8369696f06d44129947be191dd7ae,,,AT&T Mobility LLC,Idaho Falls,Mobile Broadband,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/47.0.3176.193 Safari/600",chrome,326000,83
724L9940W19501MZ,Ivor,Ryan,1-277-733-8604,IvorRyan@zoho.com,zoho.com,589 Faucibus Ave,28904,Tucson,Arizona,AZ,US,US6831225004161524,22.130.212.81,22.130.212.81,22.130.212.81,,,Tucson,603f7313887468578689b6576b092b34,,,Global Connection Inc. of America,Tucson,Mobile Broadband,Mozilla/5.0 (Windows NT 10.5; WOW64) Gecko/20100101 Firefox/48.1,mac,263000,96
960U4367N13863LO,Jackson,Howe,1-575-601-1968,Jackson8583@gmail.com,gmail.com,1517 In Avenue,54488,Gary,West Virginia,WV,US,US30EIXL2276217496936,129.28.81.1,129.28.81.1,129.28.81.1,,,Gary,eed9c148951b89bb47c8f33e6f7033da,,,Cellco Partnership,Gary,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/48.0.1175.177 Safari/536",windows,153000,98
803Y3339J57147VX,Randall,Oliver,1-228-564-2158,Randall3565@hotmail.com,hotmail.com,231-182 Facilisis Road,75637,Frederick,Pennsylvania,PA,US,US118493723106436742,91.179.245.18,91.179.245.18,91.179.245.18,,,Frederick,0fcc381222cf758fc16da69440b2792f,Apple Inc.,,New Cingular Wireless LLC,Frederick,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_1; like Mac OS X) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/52.0.2870.300 Mobile Safari/534.1",iphone,55000,99
820D7001J97668DY,Buckminster,Key,1-880-534-8139,Buckminster_Key@gmx.com,gmx.com,339-8850 Vitae Road,85120,Nampa,Idaho,ID,US,US96224513563797247517054567,237.93.147.63,237.93.147.63,237.93.147.63,,,Nampa,6dcf05b299facd3217f0826b2e5d1316,Apple Inc.,,AT&T Mobility LLC,Nampa,Mobile Broadband,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3_1; like Mac OS X) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/48.0.1404.209 Mobile Safari/534.8",iphone,286000,80
221Q1589D36546GK,Charissa,Decker,1-511-200-2349,Charissa.Decker@pm.com,pm.com,"P.O. Box 918, 5719 Pretium Rd.",17785,Atlanta,New York,NY,US,US29357212652627174148,114.155.174.120,114.155.174.120,114.155.174.120,,,Atlanta,7c8d1db41447985f9373878f8289388d,Apple Inc.,,Andrena,Atlanta,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3; like Mac OS X) AppleWebKit/535.25 (KHTML, like Gecko) Chrome/55.0.1467.351 Mobile Safari/537.0",iphone,264000,92
